DatabaseName;ModelCode;EntityClassCode;EntityStereoType;Comment
FBI_CORE_CORE_P;AL1_AccountingP2P_PDM;INTF_AccountingP2P_PerFact;Bridge;Accounting P2P Persisted Fact table
FBI_CORE_CORE_P;AL1_AccountingP2P_PDM;INTF_AccountingP2P_PerFact_SNAP;Bridge;Snapshot table of Accounting P2P Persisted Fact table
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_A2;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_A2_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_B2;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_B2_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_B4;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_B4_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_D0;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_D0_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_D1;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_D1_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_D3;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_D3_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_D4;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_D4_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_D7;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_D7_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G0;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G0_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G1;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G1_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G2;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G2_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G3;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G3_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G4;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G4_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G5;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G5_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G6;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G6_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G7;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G7_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G9;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_G9_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_GK;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_GK_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_O1;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_O1_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_O2;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;CO_CostActual_PerFact_O2_Temp;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_A2;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_A3;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_A4;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_B2;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_B4;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_D0;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_D1;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_D3;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_D4;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_D7;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_G0;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_G1;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_G2;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_G3;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_G4;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_G5;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_G6;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_G7;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_G9;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_GK;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_H1;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_O1;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_O2;Bridge;
FBI_CORE_CORE_P;AL1_CostsActual_PDM;COCostActual_V2_MFCT0_SL;Bridge;
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G0;Reference Zone;Persisted Fact for Cost Maintenance
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G0_Temp;Bridge;Persisted Fact for Cost Maintenance for temporary data
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G1;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G1_Temp;Bridge;Persisted Fact for Cost Maintenance for temporary data
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G2;Reference Zone;
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G2_Temp;Bridge;Persisted Fact for Cost Maintenance for temporary data
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G3;Reference Zone;Persisted Fact for Cost Maintenance
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G3_Temp;Bridge;Persisted Fact for Cost Maintenance for temporary data
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G4;Reference Zone;Persisted Fact for Cost Maintenance
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G4_Temp;Bridge;Persisted Fact for Cost Maintenance for temporary data
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G5;Reference Zone;Persisted Fact for Cost Maintenance
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G5_Temp;Bridge;Persisted Fact for Cost Maintenance for temporary data
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G6;Reference Zone;Persisted Fact for Cost Maintenance
FBI_CORE_CORE_P;AL1_CostsMaintenance_PDM;CO_CostMaintenance_PerFact_G6_Temp;Bridge;Persisted Fact for Cost Maintenance for temporary data
FBI_CORE_CORE_P;AL1_MERM_DCTesting_PDM;TestCaseExecutionResultSnapshot_MFCTS;Fact;
FBI_CORE_CORE_P;AL1_MERM_DCTesting_PDM;TestCaseMessage_MREF0_XX_L;Reference Zone;Mapping betweend Usecasespecific Test Case and the Stored Procedure to be executed
FBI_CORE_CORE_P;AL1_MERM_DCTesting_PDM;TestCaseUspMapping_MREF0_XX_L;Reference Zone;Mapping betweend Usecasespecific Test Case and the Stored Procedure to be executed
FBI_CORE_CORE_P;AL1_PnLSeries_PDM;INTF_PNL_FACT_COPA_CS_V2;Bridge;
FBI_CORE_CORE_P;AL1_PnLSeries_PDM;INTF_PNL_FACT_ECPCA_CS_V2;Bridge;
FBI_CORE_CORE_P;AL1_PnLSeries_PDM;V_INTF_PNL_FACT_COPA_I3;Fact View;
FBI_CORE_CORE_P;AL1_PnLSeries_PDM;V_INTF_PNL_FACT_COPA_O5;Fact View;
FBI_CORE_CORE_P;AL1_PnLSeries_PDM;V_INTF_PNL_FACT_GLPCA_I3;Fact View;
FBI_CORE_CORE_P;AL1_PnLSeries_PDM;V_INTF_PNL_FACT_GLPCA_O5;Fact View;
FBI_CORE_CORE_P;AL1_PnLService_PDM;PnL_Service_COPA_CCI_V1_MFCT0_D7;Bridge;
FBI_CORE_CORE_P;AL2_AEQuality_Fact_PDM;V_INTF_MonthlySalesTransactions_B2;Fact View;
FBI_CORE_CORE_P;AL2_AEQuality_Fact_PDM;V_INTF_MonthlySalesTransactions_G0;Fact View;
FBI_CORE_CORE_P;AL2_AEQuality_Fact_PDM;V_INTF_MonthlySalesTransactions_G1;Fact View;
FBI_CORE_CORE_P;AL2_AEQuality_Fact_PDM;V_INTF_MonthlySalesTransactions_G2;Fact View;
FBI_CORE_CORE_P;AL2_AEQuality_Fact_PDM;V_INTF_MonthlySalesTransactions_G3;Fact View;
FBI_CORE_CORE_P;AL2_AEQuality_Fact_PDM;V_INTF_MonthlySalesTransactions_G4;Fact View;
FBI_CORE_CORE_P;AL2_AEQuality_Fact_PDM;V_INTF_MonthlySalesTransactions_G5;Fact View;
FBI_CORE_CORE_P;AL2_AEQuality_Fact_PDM;V_INTF_MonthlySalesTransactions_G6;Fact View;
FBI_CORE_CORE_P;AL2_AEQuality_Fact_PDM;V_INTF_MonthlySalesTransactions_S3;Fact View;
FBI_CORE_CORE_P;AL2_CapEx_TM1_DIM_PDM;V_INFI_CapEx_REF_WBSElements;Dimension View;Reference view for WBS Element hierarchy data from SAP PCR  Implements Soft Rule #FBI-SR-000000055
FBI_CORE_CORE_P;AL2_CapEx_TM1_Fact_PDM;V_INFI_CapEx_FACT_CostActuals_G7;Fact View;Fact view for Cost Actual data from SAP PCR (FBI CORE G7)  Implements Soft Rule #FBI-SR-000000055
FBI_CORE_CORE_P;AL2_CapEx_TM1_Fact_PDM;V_INFI_CapEx_FACT_CostActuals_GK;Fact View;Fact view for Cost Actual data from SAP P77 (FBI CORE GK)  Implements Soft Rule #FBI-SR-000000055
FBI_CORE_CORE_P;AL2_CapEx_TM1_Fact_PDM;V_INFI_CapEx_FACT_PurchaseCommitments_G7;Fact View;Fact view for Purchase Commitment data from SAP PCR (FBI CORE G7)  Implements Soft Rule #FBI-SR-000000055
FBI_CORE_CORE_P;AL2_CapEx_TM1_Fact_PDM;V_INFI_CapEx_FACT_PurchaseCommitments_GK;Fact View;Fact view for Purchase Commitment data from SAP P77 (FBI CORE GK)  Implements Soft Rule #FBI-SR-000000055
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_CostCenter_ProfitCenter_History_CDP;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_ActivityType_CDP;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_ActivityType_CDP_ATTR;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_CompanyCode_CDP_ATTR;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_CostCenter_bySystem_CDP;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_CostCenter_CDP;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_CostCenter_CDP_ATTR;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_CostCenter_CDP_ATTR_V2;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_CostElement_bySystem_CDP;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_CostElement_CDP;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_CostElement_CDP_ATTR;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_CostElement_CDP_Flat;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_GlobalHierarchyDescription_CDP;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_OrganizationalOffice_CDP;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_OrganizationalOffice_CDP_ATTR;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_OrganizationalOffice_CDP_ATTR_V2;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_Plant_CDP;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_Plant_CDP_ATTR;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_ProfitCenter_CDP;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_COOM_Costs_DIM_ProfitCenter_CDP_ATTR;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_PNL_DIM_BusinessPartner;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_PNL_DIM_BusinessPartner_ATTR;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_INTF_PNL_REF_ExchangeRatesToEuro;Dimension View;
FBI_CORE_CORE_P;AL2_CDP_DIM_PDM;V_RefCDPCompanyCodeDriver_WREF0;Rule Zone View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_A2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_B2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_B4;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_D0;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_D3;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_D4;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_D7;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_G0;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_G1;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_G2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_G3;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_G4;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_G5;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_G6;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_G7;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_GK;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_O1;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_CostActual_V2_IFCT0_O2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_A2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_B2;Fact View;Integrate Cost Actual Data from PS0 (B2)
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_B4;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_D0;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_D3;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_D4;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_D7;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_G0;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_G1;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_G2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_G3;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_G4;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_G5;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_G6;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_G7;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_GK;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_O1;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_CostActual_O2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_D0;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_D3;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_D7;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_G0;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_G1;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_G2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_G3;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_G4;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_G5;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_G6;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_G7;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_GK;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Actual_PDM;V_INTF_CDP_Costs_FACT_PostActivityOutput_O2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_A2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_B2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_B4;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_D0;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_D3;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_D4;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_D7;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_G0;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_G1;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_G2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_G3;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_G4;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_G5;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_G6;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_G7;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_GK;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_O1;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_O2;Fact View;
FBI_CORE_CORE_P;AL2_CDP_Fact_Plan_PDM;V_INTF_CDP_Costs_FACT_CostPlan_P06;Fact View;This view is to provide CO-OM Cost Plan data (primary & secondary) for Cost Driver Planning application (CDP)    Source Interface: @DB_CDP >  V_CostPlan_CDP  
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_CompanyCode;Dimension View;Dimensional View for HR CDP for Company Code
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_CompanyCode_ATTR;Dimension View;Attribute View for HR CDP for Company Code
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_ContractType;Dimension View;Dimensional View for HR CDP for Contract Type
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_ContractType_ATTR;Dimension View;Attribute View for HR CDP for Contract Type
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_DirectIndirect;Dimension View;Dimensional View for HR CDP  for Direct/Indirect
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_DirectIndirect_ATTR;Dimension View;Attribute View for HR CDP for Direct/Indirect
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_EmployeeGroup;Dimension View;Dimensional View for HR CDP  for EmployeeGroup
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_EmployeeGroup_ATTR;Dimension View;Attribute View for HR CDP  for EmployeeGroup
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_EmployeeLocal;Dimension View;Dimensional View for HR CDP for Employee
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_EmployeeLocal_ATTR;Dimension View;Attribute View for HR CDP  for Employee
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_EmployeeStatus;Dimension View;Dimensional View for HR CDP for EmployeeStatus
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_EmployeeStatus_ATTR;Dimension View;Attribute View for HR CDP  for EmployeeStatus
FBI_CORE_HR_CORE_P;AL2_CDP-HR_DIM_PDM;V_INTF_HR_CDP_DIM_EmployeeSubGroup;Dimension View;Dimensional View for HR CDP  for EmployeeSubGroup
